NomeEmpreendimento;TituloGrupo;NomeGrupo;TituloUnidade;NomeUnidade;Situacao;DimensaoFrente;DimensaoFundos;DimensaoEsquerda;DimensaoDireita;DimensaoOutros;Descricao;Observacoes;AreaTotal;ValorMetroQuadrado;ConfrontacaoFrente;ConfrontacaoFundos;ConfrontacaoEsquerda;ConfrontacaoDireita;NumeroMatricula;DataMatricula;ValorUnidade
Jardim das Acácias II;Quadra;005;Lote;048;Bloqueada;8,00;8,00;20,00;20,00;0,00; Vandeir;Vandeir;160;360,2;RUA MÁRIO DOMINGOS FERREIRA;Lote 17;Lote 47;Lote 49;28838;30/03/2022;57631,72
Jardim das Acácias II;Quadra;005;Lote;049;Bloqueada;8,00;8,00;20,00;20,00;0,00; Vandeir;Vandeir;160;360,2;RUA MÁRIO DOMINGOS FERREIRA;Lote 16;Lote 48;Lote 50;28839;30/03/2022;57631,72
Jardim das Acácias II;Quadra;005;Lote;050;Bloqueada;8,00;8,00;20,00;20,00;0,00; Vandeir;Vandeir;160;360,2;RUA MÁRIO DOMINGOS FERREIRA;Lote 15;Lote 49;Lote 51;28840;30/03/2022;57631,72
Jardim das Acácias II;Quadra;005;Lote;051;Bloqueada;8,00;8,00;20,00;20,00;0,00; Vandeir;Vandeir;160;360,2;RUA MÁRIO DOMINGOS FERREIRA;Lote 14;Lote 50;Lote 52;28841;30/03/2022;57631,72
Jardim das Acácias II;Quadra;005;Lote;052;Bloqueada;8,00;8,00;20,00;20,00;0,00; Vandeir;Vandeir;160;360,2;RUA MÁRIO DOMINGOS FERREIRA;Lote 13;Lote 51;Lote 53;28842;30/03/2022;57631,72
Jardim das Acácias II;Quadra;005;Lote;053;Bloqueada;8,00;8,00;20,00;20,00;0,00; Vandeir;Vandeir;160;360,2;RUA MÁRIO DOMINGOS FERREIRA;Lote 12;Lote 52;Lote 54;28843;30/03/2022;57631,72
Jardim das Acácias II;Quadra;005;Lote;054;Bloqueada;8,00;8,00;20,00;20,00;0,00; Vandeir;Vandeir;160;360,2;RUA MÁRIO DOMINGOS FERREIRA;Lote 11;Lote 53;Lote 55;28844;30/03/2022;57631,72
Jardim das Acácias II;Quadra;005;Lote;055;Vendida;8,00;8,00;20,00;20,00;0,00; ;;160;246;RUA MÁRIO DOMINGOS FERREIRA;Lote 10;Lote 54;Lote 56;28845;30/03/2022;39360
Jardim das Acácias II;Quadra;005;Lote;056;Disponível;8,00;8,00;20,00;20,00;0,00; ;;160;377,05;RUA MÁRIO DOMINGOS FERREIRA;Lote 09;Lote 55;Lote 57;28846;30/03/2022;60327,27
Jardim das Acácias II;Quadra;005;Lote;057;Disponível;8,00;8,00;20,00;20,00;0,00; ;;160;377,05;RUA MÁRIO DOMINGOS FERREIRA;Lote 08;Lote 56;Lote 58;28847;30/03/2022;60327,27
Jardim das Acácias II;Quadra;005;Lote;058;Disponível;8,00;8,00;20,00;20,00;0,00; ;;160;377,05;RUA MÁRIO DOMINGOS FERREIRA;Lote 07;Lote 57;Lote 59;28848;30/03/2022;60327,27
Jardim das Acácias II;Quadra;005;Lote;059;Disponível;8,00;8,00;20,00;20,00;0,00; ;;160;377,05;RUA MÁRIO DOMINGOS FERREIRA;Lote 06;Lote 58;Lote 60;28849;30/03/2022;60327,27
Jardim das Acácias II;Quadra;005;Lote;060;Vendida;8,00;8,00;20,00;20,00;0,00; ;;160;299,01;RUA MÁRIO DOMINGOS FERREIRA;Lote 05;Lote 59;Lote 01 e Lote 02;28850;30/03/2022;47842,33
Jardim das Acácias II;Quadra;006;Lote;001;Vendida;7,00;10,00;15,82;18,82;0,00;ESQUINA/COM ;;186,27;279;AVENIDA JOÃO COSTA MOURA;Lote 60;RUA OVÍDIO FERREIRA BORGES;Lote 02;28851;30/03/2022;51969,33
Jardim das Acácias II;Quadra;006;Lote;002;Vendida;10,00;10,00;18,82;18,82;0,00;COMERCIAL ;;188,2;307,6;AVENIDA JOÃO COSTA MOURA;Lote 60;Lote 01;Lote 03;28852;30/03/2022;57889,85
Jardim das Acácias II;Quadra;006;Lote;003;Vendida;10,00;10,00;18,82;18,82;0,00;COMERCIAL ;;188,2;279;AVENIDA JOÃO COSTA MOURA;Lote 05;Lote 02;Lote 04;28853;30/03/2022;52507,8
Jardim das Acácias II;Quadra;006;Lote;004;Vendida;7,00;10,00;18,82;15,82;0,00;ESQUINA/COM ;;186,27;279;AVENIDA JOÃO COSTA MOURA;Lote 05;Lote 03;RUA ALONSO LOPES VALADÃO;28854;30/03/2022;51969,33
Jardim das Acácias II;Quadra;006;Lote;005;Vendida;8,00;8,00;20,00;20,00;0,00; ;;160;246;RUA DIMAS NEVES MARTINS;Lote 60;Lote 04  e Lote 03;Lote 06;28855;30/03/2022;39360
Jardim das Acácias II;Quadra;006;Lote;006;Disponível;8,00;8,00;20,00;20,00;0,00; ;;160;377,05;RUA DIMAS NEVES MARTINS;Lote 59;Lote 05;Lote 07;28856;30/03/2022;60327,27
Jardim das Acácias II;Quadra;006;Lote;007;Bloqueada;8,00;8,00;20,00;20,00;0,00; Maurilio;Maurilio;160;360,2;RUA DIMAS NEVES MARTINS;Lote 58;Lote 06;Lote 08;28857;30/03/2022;57631,72
Jardim das Acácias II;Quadra;006;Lote;008;Vendida;8,00;8,00;20,00;20,00;0,00; ;;160;343,05;RUA DIMAS NEVES MARTINS;Lote 57;Lote 07;Lote 09;28858;30/03/2022;54887,35
Jardim das Acácias II;Quadra;006;Lote;009;Vendida;8,00;8,00;20,00;20,00;0,00; ;;160;343,05;RUA DIMAS NEVES MARTINS;Lote 56;Lote 08;Lote 10;28859;30/03/2022;54887,35
Jardim das Acácias II;Quadra;006;Lote;010;Vendida;8,00;8,00;20,00;20,00;0,00; ;;160;343,05;RUA DIMAS NEVES MARTINS;Lote 55;Lote 09;Lote 11;28860;30/03/2022;54887,35
Jardim das Acácias II;Quadra;006;Lote;011;Vendida;8,00;8,00;20,00;20,00;0,00; ;;160;343,05;RUA DIMAS NEVES MARTINS;Lote 54;Lote 10;Lote 12;28861;30/03/2022;54887,35
Jardim das Acácias II;Quadra;006;Lote;012;Bloqueada;8,00;8,00;20,00;20,00;0,00; GUILHERME F.;GUILHERME F.;160;360,2;RUA DIMAS NEVES MARTINS;Lote 53;Lote 11;Lote 13;28862;30/03/2022;57631,72
Jardim das Acácias II;Quadra;006;Lote;013;Bloqueada;8,00;8,00;20,00;20,00;0,00; GUILHERME F.;GUILHERME F.;160;360,2;RUA DIMAS NEVES MARTINS;Lote 52;Lote 12;Lote 14;28863;30/03/2022;57631,72
Jardim das Acácias II;Quadra;006;Lote;014;Bloqueada;8,00;8,00;20,00;20,00;0,00; GUILHERME F.;GUILHERME F.;160;360,2;RUA DIMAS NEVES MARTINS;Lote 51;Lote 13;Lote 15;28864;30/03/2022;57631,72
Jardim das Acácias II;Quadra;006;Lote;015;Bloqueada;8,00;8,00;20,00;20,00;0,00; GUILHERME F.;GUILHERME F.;160;360,2;RUA DIMAS NEVES MARTINS;Lote 50;Lote 14;Lote 16;28865;30/03/2022;57631,72
Jardim das Acácias II;Quadra;006;Lote;016;Bloqueada;8,00;8,00;20,00;20,00;0,00; GUILHERME F.;GUILHERME F.;160;360,2;RUA DIMAS NEVES MARTINS;Lote 49;Lote 15;Lote 17;28866;30/03/2022;57631,72
Jardim das Acácias II;Quadra;006;Lote;017;Bloqueada;8,00;8,00;20,00;20,00;0,00; GUILHERME F.;GUILHERME F.;160;360,2;RUA DIMAS NEVES MARTINS;Lote 48;Lote 16;Lote 18;28867;30/03/2022;57631,72
Jardim das Acácias II;Quadra;006;Lote;018;Bloqueada;8,00;8,00;20,00;20,00;0,00; GUILHERME F.;GUILHERME F.;160;360,2;RUA DIMAS NEVES MARTINS;Lote 47;Lote 17;Lote 19;28868;30/03/2022;57631,72
Jardim das Acácias II;Quadra;006;Lote;019;Bloqueada;8,00;8,00;20,00;20,00;0,00; GUILHERME F.;GUILHERME F.;160;360,2;RUA DIMAS NEVES MARTINS;Lote 46;Lote 18;Lote 20;28869;30/03/2022;57631,72
Jardim das Acácias II;Quadra;006;Lote;020;Bloqueada;8,00;8,00;20,00;20,00;0,00; GUILHERME F.;GUILHERME F.;160;360,2;RUA DIMAS NEVES MARTINS;Lote 45;Lote 19;Lote 21;28870;30/03/2022;57631,72
Jardim das Acácias II;Quadra;006;Lote;021;Bloqueada;8,00;8,00;20,00;20,00;0,00; Vandeir;Vandeir;160;360,2;RUA DIMAS NEVES MARTINS;Lote 44;Lote 20;Lote 22;28871;30/03/2022;57631,72
Jardim das Acácias II;Quadra;006;Lote;022;Bloqueada;8,00;8,00;20,00;20,00;0,00; Vandeir;Vandeir;160;360,2;RUA DIMAS NEVES MARTINS;Lote 43;Lote 21;Lote 23;28872;30/03/2022;57631,72
Jardim das Acácias II;Quadra;006;Lote;023;Bloqueada;8,00;8,00;20,00;20,00;0,00; Vandeir;Vandeir;160;360,2;RUA DIMAS NEVES MARTINS;Lote 42;Lote 22;Lote 24;28873;30/03/2022;57631,72
Jardim das Acácias II;Quadra;006;Lote;024;Bloqueada;8,00;8,00;20,00;20,00;0,00; Vandeir;Vandeir;160;360,2;RUA DIMAS NEVES MARTINS;Lote 41;Lote 23;Lote 25;28874;30/03/2022;57631,72
Jardim das Acácias II;Quadra;006;Lote;025;Bloqueada;8,00;8,00;20,00;20,00;0,00; Vandeir;Vandeir;160;360,2;RUA DIMAS NEVES MARTINS;Lote 40;Lote 24;Lote 26;28875;30/03/2022;57631,72
Jardim das Acácias II;Quadra;006;Lote;026;Bloqueada;8,00;8,00;20,00;20,00;0,00; Vandeir;Vandeir;160;360,2;RUA DIMAS NEVES MARTINS;Lote 39;Lote 25;Lote 27;28876;30/03/2022;57631,72
Jardim das Acácias II;Quadra;006;Lote;027;Bloqueada;8,00;8,00;20,00;20,00;0,00; Vandeir;Vandeir;160;360,2;RUA DIMAS NEVES MARTINS;Lote 38;Lote 26;Lote 28;28877;30/03/2022;57631,72
Jardim das Acácias II;Quadra;006;Lote;028;Bloqueada;8,00;8,00;20,00;20,00;0,00; Vandeir;Vandeir;160;360,2;RUA DIMAS NEVES MARTINS;Lote 37;Lote 27;Lote 29;28878;30/03/2022;57631,72
Jardim das Acácias II;Quadra;006;Lote;029;Bloqueada;8,00;8,00;20,00;20,00;0,00; Vandeir;Vandeir;160;360,2;RUA DIMAS NEVES MARTINS;Lote 36;Lote 28;Lote 30;28879;30/03/2022;57631,72
Jardim das Acácias II;Quadra;006;Lote;030;Vendida;8,00;8,00;20,00;20,00;0,00; ;;160;246;RUA DIMAS NEVES MARTINS;Lote 35;Lote 29;Lote 31;28880;30/03/2022;39360
Jardim das Acácias II;Quadra;006;Lote;031;Vendida;7,00;10,00;15,34;18,34;0,00;ESQUINA ;;181,54;246;RUA MANOEL PEREIRA DA SILVA;Lote 30;RUA DIMAS NEVES MARTINS;Lote 32;28881;30/03/2022;44658,84
Jardim das Acácias II;Quadra;006;Lote;032;Vendida;10,00;10,00;18,34;18,34;0,00; ;;183,47;258,3;RUA MANOEL PEREIRA DA SILVA;Lote 30;Lote 31;Lote 33;28882;30/03/2022;47390,3
Jardim das Acácias II;Quadra;006;Lote;033;Vendida;7,00;10,00;18,34;18,34;0,00; ;;183,47;246;RUA MANOEL PEREIRA DA SILVA;Lote 35;Lote 32;Lote 34;28883;30/03/2022;45133,62
Jardim das Acácias II;Quadra;006;Lote;034;Vendida;10,00;10,00;18,34;15,34;0,00;ESQUINA ;;181,54;246;RUA MANOEL PEREIRA DA SILVA;Lote 35;Lote 33;RUA ALONSO LOPES VALADÃO;28884;30/03/2022;44658,84
Jardim das Acácias II;Quadra;006;Lote;035;Bloqueada;8,00;8,00;20,00;20,00;0,00; Vandeir;Vandeir;160;360,2;RUA ALONSO LOPES VALADÃO;Lote 30;Lote 33 e Lote 34;Lote 36;28885;30/03/2022;57631,72
Jardim das Acácias II;Quadra;006;Lote;036;Bloqueada;8,00;8,00;20,00;20,00;0,00; Vandeir;Vandeir;160;360,2;RUA ALONSO LOPES VALADÃO;Lote 29;Lote 35;Lote 37;28886;30/03/2022;57631,72
Jardim das Acácias II;Quadra;006;Lote;037;Bloqueada;8,00;8,00;20,00;20,00;0,00; Vandeir;Vandeir;160;360,2;RUA ALONSO LOPES VALADÃO;Lote 28;Lote 36;Lote 38;28887;30/03/2022;57631,72
Jardim das Acácias II;Quadra;006;Lote;038;Bloqueada;8,00;8,00;20,00;20,00;0,00; Vandeir;Vandeir;160;360,2;RUA ALONSO LOPES VALADÃO;Lote 27;Lote 37;Lote 39;28888;30/03/2022;57631,72
Jardim das Acácias II;Quadra;006;Lote;039;Bloqueada;8,00;8,00;20,00;20,00;0,00; Vandeir;Vandeir;160;360,2;RUA ALONSO LOPES VALADÃO;Lote 26;Lote 38;Lote 40;28889;30/03/2022;57631,72
Jardim das Acácias II;Quadra;006;Lote;040;Bloqueada;8,00;8,00;20,00;20,00;0,00; Vandeir;Vandeir;160;360,2;RUA ALONSO LOPES VALADÃO;Lote 25;Lote 39;Lote 41;28890;30/03/2022;57631,72
Jardim das Acácias II;Quadra;006;Lote;041;Bloqueada;8,00;8,00;20,00;20,00;0,00; Vandeir;Vandeir;160;360,2;RUA ALONSO LOPES VALADÃO;Lote 24;Lote 40;Lote 42;28891;30/03/2022;57631,72
Jardim das Acácias II;Quadra;006;Lote;042;Bloqueada;8,00;8,00;20,00;20,00;0,00; Vandeir;Vandeir;160;360,2;RUA ALONSO LOPES VALADÃO;Lote 23;Lote 41;Lote 43;28892;30/03/2022;57631,72
Jardim das Acácias II;Quadra;006;Lote;043;Bloqueada;8,00;8,00;20,00;20,00;0,00; Vandeir;Vandeir;160;360,2;RUA ALONSO LOPES VALADÃO;Lote 22;Lote 42;Lote 44;28893;30/03/2022;57631,72
Jardim das Acácias II;Quadra;006;Lote;044;Vendida;8,00;8,00;20,00;20,00;0,00; ;;160;246;RUA ALONSO LOPES VALADÃO;Lote 21;Lote 43;Lote 45;28894;30/03/2022;39360
Jardim das Acácias II;Quadra;006;Lote;045;Bloqueada;8,00;8,00;20,00;20,00;0,00; GUILHERME F.;GUILHERME F.;160;360,2;RUA ALONSO LOPES VALADÃO;Lote 20;Lote 44;Lote 46;28895;30/03/2022;57631,72
Jardim das Acácias II;Quadra;006;Lote;046;Bloqueada;8,00;8,00;20,00;20,00;0,00; GUILHERME F.;GUILHERME F.;160;360,2;RUA ALONSO LOPES VALADÃO;Lote 19;Lote 45;Lote 47;28896;30/03/2022;57631,72
Jardim das Acácias II;Quadra;006;Lote;047;Bloqueada;8,00;8,00;20,00;20,00;0,00; GUILHERME F.;GUILHERME F.;160;360,2;RUA ALONSO LOPES VALADÃO;Lote 18;Lote 46;Lote 48;28897;30/03/2022;57631,72
Jardim das Acácias II;Quadra;006;Lote;048;Bloqueada;8,00;8,00;20,00;20,00;0,00; GUILHERME F.;GUILHERME F.;160;360,2;RUA ALONSO LOPES VALADÃO;Lote 17;Lote 47;Lote 49;28898;30/03/2022;57631,72
Jardim das Acácias II;Quadra;006;Lote;049;Bloqueada;8,00;8,00;20,00;20,00;0,00; GUILHERME F.;GUILHERME F.;160;360,2;RUA ALONSO LOPES VALADÃO;Lote 16;Lote 48;Lote 50;28899;30/03/2022;57631,72
Jardim das Acácias II;Quadra;006;Lote;050;Bloqueada;8,00;8,00;20,00;20,00;0,00; GUILHERME F.;GUILHERME F.;160;360,2;RUA ALONSO LOPES VALADÃO;Lote 15;Lote 49;Lote 51;28900;30/03/2022;57631,72
Jardim das Acácias II;Quadra;006;Lote;051;Bloqueada;8,00;8,00;20,00;20,00;0,00; Vandeir;Vandeir;160;360,2;RUA ALONSO LOPES VALADÃO;Lote 14;Lote 50;Lote 52;28901;30/03/2022;57631,72
Jardim das Acácias II;Quadra;006;Lote;052;Vendida;8,00;8,00;20,00;20,00;0,00; ;;160;246;RUA ALONSO LOPES VALADÃO;Lote 13;Lote 51;Lote 53;28902;30/03/2022;39360
Jardim das Acácias II;Quadra;006;Lote;053;Bloqueada;8,00;8,00;20,00;20,00;0,00; Vandeir;Vandeir;160;360,2;RUA ALONSO LOPES VALADÃO;Lote 12;Lote 52;Lote 54;28903;30/03/2022;57631,72
Jardim das Acácias II;Quadra;006;Lote;054;Bloqueada;8,00;8,00;20,00;20,00;0,00; Vandeir;Vandeir;160;360,2;RUA ALONSO LOPES VALADÃO;Lote 11;Lote 53;Lote 55;28904;30/03/2022;57631,72
Jardim das Acácias II;Quadra;006;Lote;055;Bloqueada;8,00;8,00;20,00;20,00;0,00; Vandeir;Vandeir;160;360,2;RUA ALONSO LOPES VALADÃO;Lote 10;Lote 54;Lote 56;28905;30/03/2022;57631,72
Jardim das Acácias II;Quadra;006;Lote;056;Bloqueada;8,00;8,00;20,00;20,00;0,00; Vandeir;Vandeir;160;360,2;RUA ALONSO LOPES VALADÃO;Lote 09;Lote 55;Lote 57;28906;30/03/2022;57631,72
Jardim das Acácias II;Quadra;006;Lote;057;Disponível;8,00;8,00;20,00;20,00;0,00; ;;160;377,05;RUA ALONSO LOPES VALADÃO;Lote 08;Lote 56;Lote 58;28907;30/03/2022;60327,27
Jardim das Acácias II;Quadra;006;Lote;058;Disponível;8,00;8,00;20,00;20,00;0,00; ;;160;284,78;RUA ALONSO LOPES VALADÃO;Lote 07;Lote 57;Lote 59;28908;30/03/2022;45564,12
Jardim das Acácias II;Quadra;006;Lote;059;Disponível;8,00;8,00;20,00;20,00;0,00; ;;160;284,78;RUA ALONSO LOPES VALADÃO;Lote 06;Lote 58;Lote 60;28909;30/03/2022;45564,12
Jardim das Acácias II;Quadra;006;Lote;060;Vendida;8,00;8,00;20,00;20,00;0,00; ;;160;246;RUA ALONSO LOPES VALADÃO;Lote 05;Lote 59;Lote 02 e Lote 01;28910;30/03/2022;39360
Jardim das Acácias II;Quadra;007;Lote;001;Vendida;7,00;10,00;15,82;18,82;0,00;ESQUINA/COM ;;186,27;279;AVENIDA JOÃO COSTA MOURA;Lote 60;RUA OVÍDIO FERREIRA BORGES;Lote 02;28911;30/03/2022;51969,33
Jardim das Acácias II;Quadra;007;Lote;002;Vendida;10,00;10,00;18,82;18,82;0,00;COMERCIAL ;;188,2;279;AVENIDA JOÃO COSTA MOURA;Lote 60;Lote 01;Lote 03;28912;30/03/2022;52507,8
Jardim das Acácias II;Quadra;007;Lote;003;Vendida;10,00;10,00;18,82;18,82;0,00;COMERCIAL ;;188,2;292,95;AVENIDA JOÃO COSTA MOURA;Lote 05;Lote 02;Lote 04;28913;30/03/2022;55133,19
Jardim das Acácias II;Quadra;007;Lote;004;Vendida;7,00;10,00;18,82;15,82;0,00;ESQUINA/COM ;;186,27;292,95;AVENIDA JOÃO COSTA MOURA;Lote 05;Lote 03;RUA DIMAS NEVES MARTINS;28914;30/03/2022;54567,8
Jardim das Acácias II;Quadra;007;Lote;005;Bloqueada;8,00;8,00;20,00;20,00;0,00; THIAGO;THIAGO;160;345,6;RUA VINIIUS NEVES DA SILVA;Lote 60;Lote 04  e Lote 03;Lote 06;28915;30/03/2022;55295,98
Jardim das Acácias II;Quadra;007;Lote;006;Bloqueada;8,00;8,00;20,00;20,00;0,00; THIAGO;THIAGO;160;345,6;RUA VINIIUS NEVES DA SILVA;Lote 59;Lote 05;Lote 07;28916;30/03/2022;55295,98
Jardim das Acácias II;Quadra;007;Lote;007;Disponível;8,00;8,00;20,00;20,00;0,00; ;;160;270,79;RUA VINIIUS NEVES DA SILVA;Lote 58;Lote 06;Lote 08;28917;30/03/2022;43325,86
Jardim das Acácias II;Quadra;007;Lote;008;Bloqueada;8,00;8,00;20,00;20,00;0,00; Vandeir;Vandeir;160;345,6;RUA VINIIUS NEVES DA SILVA;Lote 57;Lote 07;Lote 09;28918;30/03/2022;55295,98
Jardim das Acácias II;Quadra;007;Lote;009;Bloqueada;8,00;8,00;20,00;20,00;0,00; Vandeir;Vandeir;160;345,6;RUA VINIIUS NEVES DA SILVA;Lote 56;Lote 08;Lote 10;28919;30/03/2022;55295,98
Jardim das Acácias II;Quadra;007;Lote;010;Disponível;8,00;8,00;20,00;20,00;0,00; ;;160;247,83;RUA VINIIUS NEVES DA SILVA;Lote 55;Lote 09;Lote 11;28920;30/03/2022;39653,04
Jardim das Acácias II;Quadra;007;Lote;011;Bloqueada;8,00;8,00;20,00;20,00;0,00; Vandeir;Vandeir;160;345,6;RUA VINIIUS NEVES DA SILVA;Lote 54;Lote 10;Lote 12;28921;30/03/2022;55295,98
Jardim das Acácias II;Quadra;007;Lote;012;Bloqueada;8,00;8,00;20,00;20,00;0,00; Vandeir;Vandeir;160;345,6;RUA VINIIUS NEVES DA SILVA;Lote 53;Lote 11;Lote 13;28922;30/03/2022;55295,98
Jardim das Acácias II;Quadra;007;Lote;013;Bloqueada;8,00;8,00;20,00;20,00;0,00; Vandeir;Vandeir;160;345,6;RUA VINIIUS NEVES DA SILVA;Lote 52;Lote 12;Lote 14;28923;30/03/2022;55295,98
Jardim das Acácias II;Quadra;007;Lote;014;Disponível;8,00;8,00;20,00;20,00;0,00; ;;160;260,22;RUA VINIIUS NEVES DA SILVA;Lote 51;Lote 13;Lote 15;28924;30/03/2022;41635,69
Jardim das Acácias II;Quadra;007;Lote;015;Bloqueada;8,00;8,00;20,00;20,00;0,00; Vandeir;Vandeir;160;345,6;RUA VINIIUS NEVES DA SILVA;Lote 50;Lote 14;Lote 16;28925;30/03/2022;55295,98
Jardim das Acácias II;Quadra;007;Lote;016;Bloqueada;8,00;8,00;20,00;20,00;0,00; Vandeir;Vandeir;160;345,6;RUA VINIIUS NEVES DA SILVA;Lote 49;Lote 15;Lote 17;28926;30/03/2022;55295,98
Jardim das Acácias II;Quadra;007;Lote;017;Disponível;8,00;8,00;20,00;20,00;0,00; ;;160;260,22;RUA VINIIUS NEVES DA SILVA;Lote 48;Lote 16;Lote 18;28927;30/03/2022;41635,69
Jardim das Acácias II;Quadra;007;Lote;018;Disponível;8,00;8,00;20,00;20,00;0,00; ;;160;359,09;RUA VINIIUS NEVES DA SILVA;Lote 47;Lote 17;Lote 19;28928;30/03/2022;57454,54
Jardim das Acácias II;Quadra;007;Lote;019;Disponível;8,00;8,00;20,00;20,00;0,00; ;;160;247,83;RUA VINIIUS NEVES DA SILVA;Lote 46;Lote 18;Lote 20;28929;30/03/2022;39653,04
Jardim das Acácias II;Quadra;007;Lote;020;Disponível;8,00;8,00;20,00;20,00;0,00; ;;160;247,83;RUA VINIIUS NEVES DA SILVA;Lote 45;Lote 19;Lote 21;28930;30/03/2022;39653,04
Jardim das Acácias II;Quadra;007;Lote;021;Disponível;8,00;8,00;20,00;20,00;0,00; ;;160;377,05;RUA VINIIUS NEVES DA SILVA;Lote 44;Lote 20;Lote 22;28931;30/03/2022;60327,27
Jardim das Acácias II;Quadra;007;Lote;022;Vendida;8,00;8,00;20,00;20,00;0,00; ;;160;341,99;RUA VINIIUS NEVES DA SILVA;Lote 43;Lote 21;Lote 23;28932;30/03/2022;54718,61
Jardim das Acácias II;Quadra;007;Lote;023;Disponível;8,00;8,00;20,00;20,00;0,00; ;;160;377,05;RUA VINIIUS NEVES DA SILVA;Lote 42;Lote 22;Lote 24;28933;30/03/2022;60327,27
Jardim das Acácias II;Quadra;007;Lote;024;Disponível;8,00;8,00;20,00;20,00;0,00; ;;160;377,05;RUA VINIIUS NEVES DA SILVA;Lote 41;Lote 23;Lote 25;28934;30/03/2022;60327,27
Jardim das Acácias II;Quadra;007;Lote;025;Disponível;8,00;8,00;20,00;20,00;0,00; ;;160;377,05;RUA VINIIUS NEVES DA SILVA;Lote 40;Lote 24;Lote 26;28935;30/03/2022;60327,27
Jardim das Acácias II;Quadra;007;Lote;026;Disponível;8,00;8,00;20,00;20,00;0,00; ;;160;377,05;RUA VINIIUS NEVES DA SILVA;Lote 39;Lote 25;Lote 27;28936;30/03/2022;60327,27
Jardim das Acácias II;Quadra;007;Lote;027;Bloqueada;8,00;8,00;20,00;20,00;0,00; THIAGO C;THIAGO C;160;388,02;RUA VINIIUS NEVES DA SILVA;Lote 38;Lote 26;Lote 28;28937;30/03/2022;62082,95
Jardim das Acácias II;Quadra;007;Lote;028;Disponível;8,00;8,00;20,00;20,00;0,00; ;;160;278,25;RUA VINIIUS NEVES DA SILVA;Lote 37;Lote 27;Lote 29;28938;30/03/2022;44520
Jardim das Acácias II;Quadra;007;Lote;029;Vendida;8,00;8,00;20,00;20,00;0,00; ;;160;265;RUA VINIIUS NEVES DA SILVA;Lote 36;Lote 28;Lote 30;28939;30/03/2022;42400
Jardim das Acácias II;Quadra;007;Lote;030;Vendida;8,00;8,00;20,00;20,00;0,00; ;;160;265;RUA VINIIUS NEVES DA SILVA;Lote 35;Lote 29;Lote 31 e Lote 32;28940;30/03/2022;42400
Jardim das Acácias II;Quadra;007;Lote;031;Vendida;7,00;10,00;15,34;18,34;0,00;ESQUINA ;;181,54;265;RUA MANOEL PEREIRA DA SILVA;Lote 30;RUA VINICIUS NEVES DA SILVA;Lote 32;28941;30/03/2022;48108,1
Jardim das Acácias II;Quadra;007;Lote;032;Vendida;10,00;10,00;18,34;18,34;0,00; ;;183,47;262,21;RUA MANOEL PEREIRA DA SILVA;Lote 30;Lote 31;Lote 33;28942;30/03/2022;48108,1
Jardim das Acácias II;Quadra;007;Lote;033;Disponível;10,00;10,00;18,34;18,34;0,00; ;;183,47;275,33;RUA MANOEL PEREIRA DA SILVA;Lote 35;Lote 32;Lote 34;28943;30/03/2022;50513,98
Jardim das Acácias II;Quadra;007;Lote;034;Vendida;10,00;10,00;18,34;15,34;0,00;ESQUINA ;;181,54;265;RUA MANOEL PEREIRA DA SILVA;Lote 35;Lote 33;RUA DIMAS NEVES MARTINS;28944;30/03/2022;48108,1
Jardim das Acácias II;Quadra;007;Lote;035;Vendida;8,00;8,00;20,00;20,00;0,00; ;;160;236,03;RUA DIMAS NEVES MARTINS;Lote 30;Lote 33 e Lote 34;Lote 36;28945;30/03/2022;37764,8
Jardim das Acácias II;Quadra;007;Lote;036;Vendida;8,00;8,00;20,00;20,00;0,00; ;;160;236,03;RUA DIMAS NEVES MARTINS;Lote 29;Lote 35;Lote 37;28946;30/03/2022;37764,8
Jardim das Acácias II;Quadra;007;Lote;037;Bloqueada;8,00;8,00;20,00;20,00;0,00; THIAGO C;THIAGO C;160;345,6;RUA DIMAS NEVES MARTINS;Lote 28;Lote 36;Lote 38;28947;30/03/2022;55295,98
Jardim das Acácias II;Quadra;007;Lote;038;Bloqueada;8,00;8,00;20,00;20,00;0,00; Bloqueio Casa;Bloqueio Casa;160;345,6;RUA DIMAS NEVES MARTINS;Lote 27;Lote 37;Lote 39;28948;30/03/2022;55295,98
Jardim das Acácias II;Quadra;007;Lote;039;Bloqueada;8,00;8,00;20,00;20,00;0,00; Bloqueio Casa;Bloqueio Casa;160;345,6;RUA DIMAS NEVES MARTINS;Lote 26;Lote 38;Lote 40;28949;30/03/2022;55295,98
Jardim das Acácias II;Quadra;007;Lote;040;Bloqueada;8,00;8,00;20,00;20,00;0,00; Bloqueio Casa;Bloqueio Casa;160;345,6;RUA DIMAS NEVES MARTINS;Lote 25;Lote 39;Lote 41;28950;30/03/2022;55295,98
Jardim das Acácias II;Quadra;007;Lote;041;Disponível;8,00;8,00;20,00;20,00;0,00; ;;160;377,05;RUA DIMAS NEVES MARTINS;Lote 24;Lote 40;Lote 42;28951;30/03/2022;60327,27
Jardim das Acácias II;Quadra;007;Lote;042;Disponível;8,00;8,00;20,00;20,00;0,00; ;;160;377,05;RUA DIMAS NEVES MARTINS;Lote 23;Lote 41;Lote 43;28952;30/03/2022;60327,27
